Unique_ID,Researcher,Name of Document,Issuer,Date of Issue,URL,Sector,Sector_Override,Country,Matched_PDF,Confirmed_Match,Citation_Label,Citation_Source,Normalized Principles,Normalized Values,Disvalue_Flag,Notes,Likely_File_Match
DOC_121,Harvard,Google AI Principles,Google,2018.0,https://ai.google/responsibility/principles/,Industry,ind,USA,,No,"Google, 2018",Google AI Principles,"Principles: be socially beneficial, avoid creating or reinforcing unfair bias, be built and tested for safety, be accountable to people, incorporate privacy design principles, uphold high standards of scientific excellence, be made available for uses that accord with these principles; "," fairness, transparency, accountability, privacy, scientific integrity",,,No
DOC_122,Hinrichs,Google AI Principles,Google,2018.0,https://ai.google/principles/,Industry,ind,USA,,No,"Google, 2018",Google AI Principles,"Principles: bold innovation, responsibility, collaborative progress; "," user safety, security, privacy, ethical AI use",,,No
DOC_123,Harvard,Governance Principles for a New Generation of AI,China's Ministry of Science and Technology,2019.0,https://www.newamerica.org/cybersecurity-initiative/digichina/blog/translation-chinese-expert-group-offers-governance-principles-responsible-ai/?form=MG0AV3,Government,gov,China,,No,"China's Ministry of Science and Technology, 2019",Governance Principles for a New Generation of AI,"Principles: harmony and friendliness, fairness and justice, inclusivity and sharing, respect for privacy, safety and controllability, shared responsibility, open collaboration, agile governance "," societal trust, ethical responsibility, inclusivity, collaboration, sustainability",,,No
DOC_124,Jobin,Governing Artificial Intelligence. Upholding Human Rights & Dignity,Data & Society,2018.0,,Research Institute,aca,USA,,No,"Data & Society, 2018",https://datasociety.net/library/governing-artificial-intelligence/,"Principles: human rights approach, non discrimination, equality, political participation, privacy, freedom of expression "," fairness, inclusivity, transparency, ethical responsibility",,,No
DOC_125,Hinrichs,Government-Wide Vision on Generative AI of the Netherlands,Government of the Netherlands,2024.0,https://www.government.nl/documents/parliamentary-documents/2024/01/17/government-wide-vision-on-generative-ai-of-the-netherlands?form=MG0AV3,Government,gov,Netherlands,,No,"Government of the Netherlands, 2024",Government wide vision on generative AI of the Netherlands,"Principles: human-centered approach, transparency, fairness and justice, accountability, sustainability, privacy and security, democratic participation, human oversight, AI governance framework, support for innovation, education and training, regulation and legal frameworks, global leadership and collaboration, AI risk assessment and management, transparency and public awareness; "," ethical responsibility, societal trust, inclusivity, sustainability, innovation, democratic engagement",,,No
DOC_126,Hinrichs,Guidelines on Artificial Intelligence for the Confederation,Swiss Federal Council,2020.0,https://www.sbfi.admin.ch/dam/sbfi/en/dokumente/2021/05/leitlinien-ki.pdf.download.pdf/leitlinien-ki_e.pdf?form=MG0AV3,Government,gov,Switzerland,,No,"Swiss Federal Council, 2020",Guidelines on Artificial Intelligence for the Confederation,"Principles: putting people first, regulatory conditions, transparency, traceability, and explainability, accountability, safety, active global AI governance, involving stakeholders, monitoring and continuous development; "," ethical responsibility, inclusivity, trust, safety, proactive governance",,,No
DOC_127,Hinrichs,Guiding Principles on Business and Human Rights,United Nations Office of the High Commissioner for Human Rights (OHCHR),2011.0,https://www.ohchr.org/sites/default/files/documents/publications/guidingprinciplesbusinesshr_en.pdf,NGO,ngo,International Organization,,No,"United Nations Office of the High Commissioner for Human Rights (OHCHR), 2011",Guiding Principles on Business and Human Rights,"Principles: state duty to protect human rights, corporate responsibility to respect human rights, access to remedy; "," human dignity, equality, justice, accountability",,,No
DOC_128,Harvard,Guiding Principles on Trusted AI Ethics,Telia Company,2019.0,https://www.teliacompany.com/assets/u5c1v3pt22v8/2vc3JrcTrqI77ww43dChjh/e7277ac89ac0c75926eba76625f37dd7/TC_guiding_principles_on_trusted_AI_Jan11.pdf?form=MG0AV3,Industry,ind,Sweden,,No,"Telia Company, 2019",Guiding Principles of Trust AI Ethics,"Principles: Responsible and value-centric, human-centric, rights-respecting, control, accountability, safety and security, transparency and explainability, fairness and equality, continuous review and dialogue. "," Responsibility, human dignity, human rights, accountability, safety, transparency, fairness, continuous improvement.",,,No
DOC_129,Hinrichs,Hiroshima Process International Code of Conduct for Organizations Developing Advanced AI Systems,"Ministry of Foreign Affairs, Japan",2024.0,https://www.mofa.go.jp/files/100573473.pdf?form=MG0AV3,Government,gov,Japan,,No,"Ministry of Foreign Affairs, Japan, 2024",Hiroshima Process International Code of Conuct for Organizations Developing Advanced AI Systems,"Principles: risk mitigation, vulnerability identification and reporting, transparency, information sharing, AI governance and risk management, security controls, content authentication, research investment, global challenges, international standards, data protection; "," ethical responsibility, global cooperation, security, trust",,,No
DOC_130,Jobin,How Can Humans Keep the Upper Hand? Report on the Ethical Matters Raised by AI Algorithms,French Data Protection Authority (CNIL),2017.0,,Government and Regulatory Affairs,gov,France,,No,"French Data Protection Authority (CNIL), 2017",https://www.cnil.fr/en/how-can-humans-keep-upper-hand-report-ethical-matters-raised-algorithms-and-artificial-intelligence?form=MG0AV3,"Respect for human dignity, freedom and autonomy, equality and justice, transparency and intelligibility, responsibility, non-maleficence, privacy and data protection",,,,No
DOC_131,Hinrichs,Human Rights and artificial intelligence (CDDH-IA),"Human Rights intergovernmental Cooperation, Council of Europe",2024.0,../../../../9AD3713C28CF9263/Desktop/PhD/BOOK/Human%20Rights%20and%20Artificial%20Intelligence%20(CDDH-IA),NGO,ngo,Council of Europe,,No,"Human Rights intergovernmental Cooperation, Council of Europe, 2024",Human Rights and Artificial Intelligence (CDDH-IA),"Principles: human rights protection, democracy, rule of law, ethical AI development, transparency, accountability; "," dignity, fairness, justice, responsibility, trust",,,No
DOC_132,Harvard,Human Rights in the Age of Artificial Intelligence,Access Now,2018.0,https://www.accessnow.org/wp-content/uploads/2018/11/AI-and-Human-Rights.pdf?form=MG0AV3,NGO,ngo,International,,No,"Access Now, 2018",Access Now AI and Human Rights Report,"Principles: Transparency, accountability, fairness, data protection, human rights protection, non-discrimination, human oversight, ethical AI development
"," Human rights, equality, privacy, justice, autonomy",,,No
DOC_133,Jobin,Human Rights in the Robot Age Report,The Rathenau Institute,2018.0,,International Organization,ind,Netherlands,,No,"The Rathenau Institute, 2018",https://www.rathenau.nl/sites/default/files/2018-02/Human%20Rights%20in%20the%20Robot%20Age-Rathenau%20Instituut-2017.pdf?form=MG0AV3,"Principles: Respect for private life, human dignity, ownership, safety, liability, freedom of expression, prohibition of discrimination, access to justice, and the right to a fair trial. Additionally, the report proposes two novel human rights: the right not to be measured, analyzed, or coached, and the right to meaningful human contact. 
"," Privacy, human dignity, autonomy, safety, freedom of expression, non-discrimination, justice, meaningful human interaction.",,,No
DOC_134,Harvard,Human-Centric AI Principles,"Council for Science, Technology and Innovation, Japan",2019.0,https://www.cas.go.jp/jp/seisaku/jinkouchinou/pdf/humancentricai.pdf?form=MG0AV3,Government,gov,Japan,,No,"Council for Science, Technology and Innovation, Japan, 2019",Human-Centric AI Principles,"Principles: Human-centric approach, education and literacy, privacy protection, security, fairness, accountability, transparency, inclusivity, sustainability, collaboration; "," Human dignity, privacy, security, fairness, accountability, transparency, inclusivity, sustainability, collaboration",,,No
DOC_135,Hinrichs,Humans and machines - Challenges of artificial intelligence,German Ethics Council (Deutscher Ethikrat),2023.0,https://www.ethikrat.org/en/publications/opinions/humans-and-machines/?form=MG0AV3,Academia,aca,Germany,,No,"German Ethics Council (Deutscher Ethikrat), 2023",Humans and Machines - Challenges of Artificial Intelligence,"Principles: human authorship and responsibility, transparency, fairness, protection against bias and discrimination, privacy and security, social justice, autonomy in decision-making, ethical use across sectors; "," ethical responsibility, societal trust, inclusivity, sustainability, human dignity",,,No
DOC_136,Jobin,IBM’s Principles for Trust and Transparency,IBM,2018.0,,Industry,ind,USA,,No,"IBM, 2018","https://www.ibm.com/policy/trust-principles/?form=MG0AV3
https://www.ibm.com/policy/wp-content/uploads/2018/06/IBM_Principles_SHORT.V4.3.pdf?form=MG0AV3","Principles: Augmentation, data ownership, transparency, explainability, fairness, robustness, privacy.
"," Trust, responsibility, openness, security.",,,No
DOC_137,Hinrichs,IndiaAI Portal,IndiaAI,2021.0,https://indiaai.gov.in/?form=MG0AV3,Government,gov,India,,No,"IndiaAI, 2021",IndiaAI - National AI Portal,"Principles: compute capacity, innovation centre, datasets platform, application development, futureskills, startup financing, safe & trusted AI
"," fostering innovation, ethical AI development, accessibility, skill enhancement, trustworthiness",,,No
DOC_138,Hinrichs,Indian Institute of Science (IISc) Bangalore,"Committee on AI Tools for Education and Research
Centre for Networked Intelligence  ",2023.0,https://iisc.ac.in/about/student-corner/academic-integrity/,Academia,aca,India,,No,"Committee on AI Tools for Education and Research
Centre for Networked Intelligence  , 2023","https://iisc.ac.in/about/student-corner/academic-integrity/
",,"
Academic integrity, transparency, fairness and equity, privacy and data security, environmental responsibility

Principles:
Ethical use of AI, bias awareness and mitigation, human oversight in AI systems, accountability in AI-driven research, interdisciplinary collaboration",,,No
DOC_139,Hinrichs,Indigenous Perspectives in AI,"Kathleen Sandusky
CIFAR
",2024.0,https://cifar.ca/cifarnews/2024/06/18/indigenous-perspectives-in-ai/?form=MG0AV3&form=MG0AV3,Academia,aca,Canada,,No,"Kathleen Sandusky
CIFAR
, 2024",CIFAR Canadian Institute for Advanced Research ,"Principles: Holistic thinking, relational AI, community engagement, reciprocity, cultural sovereignty, Indigenous data governance, environmental stewardship, interdisciplinary collaboration, knowledge integration, epistemic plurality; "," Interdependence, respect, sustainability, sovereignty, inclusivity, regeneration, ethical responsibility, equity",,,No
DOC_140,Jobin,Initial Code of Conduct for Data-Driven Health and Care Technology,UK Department of Health & Social Care,2018.0,,Government,gov,UK,,No,"UK Department of Health & Social Care, 2018","https://www.gov.uk/government/publications/code-of-conduct-for-data-driven-health-and-care-technology?form=MG0AV3
https://www.gov.uk/government/publications/code-of-conduct-for-data-driven-health-and-care-technology/initial-code-of-conduct-for-data-driven-health-and-care-technology

","Principles: Ethics, value proposition, usability, accessibility, technical assurance, clinical safety, data protection, data transparency, cybersecurity, regulation, interoperability, evidence generation, commercial strategy.
"," Ethical responsibility, transparency, accountability, safety, privacy, inclusivity, effectiveness.",,,No
DOC_141,Hinrichs,Intel’s Responsible AI Principles,Intel Corporation,2021.0,https://www.intel.com/content/dam/www/central-libraries/us/en/documents/2023-12/responsible-ai-principles.pdf?form=MG0AV3,Industy,ind,USA,,No,"Intel Corporation, 2021",Intel's Responsible AI Principles.,"Principles: Respect for human rights, human oversight, transparency and explainability, security, safety, reliability, privacy by design, equity, inclusion, environmental protection.​
"," Ethical responsibility, accountability, trust, fairness, sustainability, inclusivity.​",,,No
DOC_142,Hinrichs,Intel's Responsible Artificial Intelligence (RAI) Principles,Intel Corporation,2023.0,https://www.intel.com/content/dam/www/central-libraries/us/en/documents/2023-12/responsible-ai-principles.pdf,Industry,ind,USA,,No,"Intel Corporation, 2023",Indigenous Perspectives in AI,"respect human rights, enable human oversight, enable transparency and explainability, advance security, safety, and reliability, design for privacy, promote equity and inclusion, protect the environment",,,,No
DOC_143,Hinrichs,Interim Measures for the Administration of Generative Artificial Intelligence,Office of the Central Cyberspace Affairs Commission,2023.0,https://www.gov.cn/zhengce/zhengceku/202307/content_6891752.htm,Government,gov,China,,No,"Office of the Central Cyberspace Affairs Commission, 2023",Interim Measures for the Administration of Generative AI,"Principles: Compliance with laws and regulations, adherence to social ethics, safeguarding national security and public interests, protection of citizens' legitimate rights, transparency, accountability, user autonomy, protection of minors, algorithmic fairness.​
"," Social responsibility, ethical conduct, security, respect for individual rights, fairness, inclusivity, trust.",,,No
DOC_144,Hinrichs,International AI Governance,Oxford Martin AI Governance Initiative (AIGI),2025.0,https://aigi.ox.ac.uk/researches/international-ai-governance/,Academia,aca,UK,,No,"Oxford Martin AI Governance Initiative (AIGI), 2025",International AI Governance,"Principles: Innovation, collaboration, competitiveness, talent development, data infrastructure, governance; "," Economic growth, technological leadership, human capital development, data-driven decision-making, ethical oversight​",,,No
DOC_145,Jobin,Introducing Unity’s Guiding Principles for Ethical AI—Unity Blog,Unity Technologies,2018.0,,Industy,ind,USA,,No,"Unity Technologies, 2018",Could not fing Jobin's 2018 version of this paper,"Principles: Transparency, accountability, fairness, privacy, safety, inclusivity.​
"," Trust, ethical responsibility, respect, diversity, innovation.",,,No
DOC_146,Hinrichs,Islamic Ethical Framework for Artificial Intelligence: A Moral and Theological Perspective,"The Islamic Culture ""As-Saqafat-ul Islamia"" – Research Journal – Sheikh Zayed Islamic Centre, University of Karachi",2024.0,https://theislamicculture.com/index.php/tis/article/view/957?form=MG0AV3,Academia,aca,Pakistan,,No,"The Islamic Culture ""As-Saqafat-ul Islamia"" – Research Journal – Sheikh Zayed Islamic Centre, University of Karachi, 2024",Islamic Ethical Framework for AI,"Principles: Justice (adl), human dignity (karamah), responsibility (mas’ooliyyah)​
"," Justice, human dignity, responsibility",,,No
DOC_147,Hinrichs,Israel's Policy on AI Regulation and Ethics,"Ministry of Innovation, Science and Technology and the Ministry of Justice",2023.0,https://www.gov.il/en/pages/ai_2023?form=MG0AV3,Government,gov,Israel,,No,"Ministry of Innovation, Science and Technology and the Ministry of Justice, 2023",Israel's Policy on AI regulationan and Ethics,"Principles: Human-centric AI, equality and non-discrimination, transparency and explainability, reliability, robustness, security and safety, accountability. ​
"," Human dignity, privacy, equality, transparency, safety, accountability.",,,No
DOC_148,Jobin,ITI AI Policy Principles,Information Technology Industry Council (ITI),2017.0,,Business,ind,USA,,No,"Information Technology Industry Council (ITI), 2017",https://www.itic.org/policy/artificial-intelligence?form=MG0AV3,"Principles: Transparency, accountability, safety, controllability, data integrity, interpretability, inclusivity, public-private partnership, innovation, intellectual property protection.​

"," Trust, ethics, responsibility, collaboration, diversity, security, privacy, fairness, human rights, societal benefit.",,,No
DOC_149,Hinrichs,Japanese Society for Artificial Intelligence,Japanese Society for Artificial Intelligence,2024.0,https://www.ai-gakkai.or.jp/en/,Academia,aca,Japan,,No,"Japanese Society for Artificial Intelligence, 2024",Japanese Society for Artificial Intelligence,"Principles: Contribute to the peace and happiness of humanity, respect human rights, comply with laws and regulations, ensure the safety and robustness of AI systems, act with integrity, ensure transparency, accountability, and explainability, respect privacy, avoid unfair discrimination, contribute to sustainable development, engage in dialogue with society. ​
"," Human rights, safety, integrity, transparency, accountability, privacy, fairness, sustainability, societal engagement.",,,No
DOC_150,Hinrichs,Japan's AI Principles,"Ministry of Economy, Trade and Industry (METI)",2019.0,https://www.meti.go.jp/english/press/2022/0128_003.html,Government,gov,Japan,,No,"Ministry of Economy, Trade and Industry (METI), 2019",Japan's AI Principles,"Principles: dignity, diversity, inclusion, sustainability, transparency, risk-assessment, safety, fairness; "," human privacy, dignity, freedom, autonomy, rights, fairness, transparency, explainability, predictability, traceability, accountability",,,No
DOC_151,Hinrichs,Jewish Ethics in AI (Shalom Center),Shalom Center,2024.0,https://futureoflife.org/religion/ai-in-jewish-thought/,Religious Organization,rel,Israel,,No,"Shalom Center, 2024",Jewish Ethics in AI (Shalom Center),"Principles: Human dignity, moral agency, responsibility, transparency, inclusivity, justice.​
"," Human dignity, moral agency, responsibility, transparency, inclusivity, justice.",,,No
DOC_152,Hinrichs,Judaism's Three Doors into AI,The Jewish Education Project (Author: David Zvi Kalman),2023.0,https://www.jellomenorah.com/p/judaisms-three-doors-into-ai,Religious Organization,rel,USA,,No,"The Jewish Education Project (Author: David Zvi Kalman), 2023",Judaism's Three Doors into AI,"Principles: Human dignity, moral agency, responsibility, transparency, inclusivity, justice​
"," Human dignity, moral agency, responsibility, transparency, inclusivity, justice",,,No
DOC_153,Jobin,L’intelligenza Artificiale al Servizio del Cittadino,Agenzia per l’Italia Digitale (AGID),2018.0,,Government,gov,Italy,,No,"Agenzia per l’Italia Digitale (AGID), 2018","https://www.agid.gov.it/it/agenzia/stampa-e-comunicazione/notizie/2018/03/21/lintelligenza-artificiale-al-servizio-del-cittadino-sfide-opportunita?form=MG0AV3
https://libro-bianco-ia.readthedocs.io/it/latest/?form=MG0AV3","Principles: Human-centric approach, ethical use, transparency, accountability, inclusivity, accessibility, data quality, privacy, security, reliability, continuous improvement.​
"," Human dignity, ethical responsibility, transparency, accountability, inclusivity, accessibility, data integrity, privacy, security, reliability, commitment to progress.",,,No
DOC_154,Jobin,Machine Intelligence Garage,Digital Catapult,2017.0,,Technology Policy,ind,UK,,No,"Digital Catapult, 2017",https://www.digicatapult.org.uk/wp-content/uploads/2021/11/Machine_Intelligence_Garage_Impact_Report-2021-1.pdf?_gl=1*a2w0ho*_up*MQ..*_ga*MTk5MjgyNTkwOC4xNzQxODAwMzEw*_ga_8GYS9S4HND*MTc0MTgwMDMwOC4xLjAuMTc0MTgwMDMwOC4wLjAuMA..,"business and investment support, technical support, applied AI ethics support, ethical AI considerations, access to computational resources, startup acceleration, innovation and growth, investor connections, product development, AI ethics committee, increased turnover, team expansion, job creation, new product introduction.",,,,No
DOC_155,Jobin,Machine Learning: The Power and Promise of Computers that Learn by Example,The Royal Society,2017.0,,Government,gov,UK,,No,"The Royal Society, 2017",https://royalsociety.org/~/media/policy/projects/machine-learning/publications/machine-learning-report.pdf?form=MG0AV3,"Principles: Transparency, interpretability, robustness, privacy, fairness, accountability, human oversight.​
"," Trustworthiness, ethical responsibility, inclusivity, societal well-being.",,,No
DOC_156,Jobin,"Malicious Use of Artificial Intelligence: Forecasting, Prevention, and Mitigation",Future of Humanity Institute; University of Oxford; Centre for the Study of Existential Risk; University of Cambridge; Center for a New American Security; Electronic Frontier Foundation; OpenAI,2018.0,https://arxiv.org/abs/1802.07228v2,Academia,aca,UK,,No,"Future of Humanity Institute; University of Oxford; Centre for the Study of Existential Risk; University of Cambridge; Center for a New American Security; Electronic Frontier Foundation; OpenAI, 2018",https://arxiv.org/abs/1802.07228v1,"Proactive mitigation, collaborative research, dual-use awareness, importation of best practices, stakeholder engagement.",,,,No
DOC_157,Hinrichs,Meta Llama Responsible Use Guide,"Meta Platforms, Inc.",2020.0,https://ai.meta.com/static-resource/responsible-use-guide/?form=MG0AV3,Industry,ind,USA,,No,"Meta Platforms, Inc., 2020",Meta Llama Responsible Use Guide,"Principles: Fairness and inclusion, robustness and safety, privacy and security, transparency, accountability, ethical development, user empowerment, environmental sustainability; "," Trust, responsibility, innovation, respect, inclusivity, sustainability",,,No
DOC_158,Jobin,Microsoft’s Responsible AI Principles,Microsoft,2018.0,,Industy,ind,USA,,No,"Microsoft, 2018",https://www.microsoft.com/en-us/ai/responsible-ai,0,,,,No
DOC_159,Hinrichs,Microsoft’s Responsible AI Principles,Microsoft,2018.0,https://www.microsoft.com/en-us/ai/responsible-ai,Industy,ind,USA,,No,"Microsoft, 2018",Microsoft Responsible AI Principles 2018,"Principles: Fairness, reliability and safety, privacy and security, inclusiveness, transparency, accountability; "," Trust, responsibility, innovation, respect, inclusivity, sustainability​",,,No
DOC_160,Hinrichs,Microsoft’s Responsible AI Principles and Approach,Microsoft,2023.0,https://www.microsoft.com/en-us/ai/principles-and-approach,Industy,ind,USA,,No,"Microsoft, 2023",Microsoft Responsible AI Principles and Approach 2023,"Principles: Fairness, reliability and safety, privacy and security, inclusiveness, transparency, accountability; "," Trust, responsibility, innovation, inclusivity, security, ethical stewardship",,,No
DOC_161,Harvard,Microsoft's Six Principles for Facial Recognition Work,Microsoft,2018.0,https://blogs.microsoft.com/on-the-issues/2018/12/17/six-principles-to-guide-microsofts-facial-recognition-work/?form=MG0AV3,Industry,ind,USA,,No,"Microsoft, 2018",Microsoft's Six Principles for Facial Recognition Work,"Principles: Fairness, reliability and safety, privacy and security, inclusiveness, transparency, accountability. "," Trust, ethical responsibility, accessibility, equity, security, human oversight.",,,No
DOC_162,Jobin,Mid- to Long-Term Master Plan in Preparation for the Intelligent Information Society,Government of the Republic of Korea,2019.0,,Government,gov,South Korea,,No,"Government of the Republic of Korea, 2019",https://datagovhub.elliott.gwu.edu/republic-of-korea-ai-strategy/?form=MG0AV3,"Principles: data accessibility, openness, support for data-driven businesses, promotion of big data education, investment in AI research and development "," innovation in AI research methods, improving research effectiveness, fostering a robust AI ecosystem",,,No
DOC_163,Jobin,Minds and Machines: Ethical Principles and Challenges in Artificial Intelligence,"Luciano Floridi et al., Atomium—EISMD Initiative",2018.0,,Research Institute,aca,EU,,No,"Luciano Floridi et al., Atomium—EISMD Initiative, 2018",https://link.springer.com/article/10.1007/s11023-018-9482-5?form=MG0AV3,"Principles: opportunities and risks of AI, ethical principles, beneficence, non-maleficence, autonomy, justice, explicability, recommendations for policymakers, industry leaders, stakeholders "," responsibility, fairness, inclusivity, transparency, accountability, collaboration, societal well-being, ethical governance, human-centric AI",,,No
DOC_164,Floridi,Montreal Declaration for a Responsible Development of Artificial Intelligence​,Université de Montréal,2018.0,https://osf.io/sj2z5/download/,Academia,aca,Canada,,No,"Université de Montréal, 2018",Montreal Declaration for Responsible AI Development,"Principles: well-being, respect for autonomy, protection of privacy and intimacy, solidarity, democratic participation, equity, diversity and inclusion, prudence, responsibility, sustainable development",,,,No
DOC_165,Harvard,Montreal Declaration for Responsible AI,University of Montreal,2017.0,https://recherche.umontreal.ca/english/strategic-initiatives/montreal-declaration-for-a-responsible-ai/?form=MG0AV3,Academia,aca,Canada,,No,"University of Montreal, 2017",Montreal Declaration for a Responsible Development of AI,"Principles: well-being, autonomy, justice, privacy, knowledge, democracy, responsibility, sustainability, solidarity, caution; "," ethical responsibility, inclusivity, societal trust, sustainability, collaboration",,,No
DOC_166,Hinrichs,Name: Council of Europe’s Guidelines on Artificial Intelligence and Human Rights,Council of Europe,2021.0,https://rm.coe.int/1680afae67,Government,gov,International,,No,"Council of Europe, 2021","Explanatory Report to the Council of Europe Framework Convention on AI and Human Rights, Democracy and the Rule of Law","Principles: human rights protection, democratic integrity, rule of law, equality and non-discrimination, privacy and data protection, transparency and oversight, accountability and responsibility, safe innovation, legal compliance, promotion of human rights, democratic governance; "," ethical responsibility, societal trust, inclusivity, fairness",,,No
DOC_167,Hinrichs,National AI Strategy,"Department for Science, Innovation and Technology, Office for Artificial Intelligence, Department for Digital, Culture, Media & Sport and Department for Business & Industry Strategy",2021.0,https://www.gov.uk/government/publications/national-ai-strategy?form=MG0AV3,Government,gov,UK,,No,"Department for Science, Innovation and Technology, Office for Artificial Intelligence, Department for Digital, Culture, Media & Sport and Department for Business & Industry Strategy, 2021",National AI Strategy,"Principles: Safety, security, robustness, transparency, explainability, fairness, accountability, governance, contestability, redress. ​
"," Innovation, public trust, ethical AI use, societal benefit, economic growth.",,,No
DOC_168,Hinrichs,National AI Strategy,"Ministry of Science and ICT, Republic of Korea",2019.0,,Government,gov,South Korea,,No,"Ministry of Science and ICT, Republic of Korea, 2019",South Korea AI Strategy,"Principles: Human-centered AI, transparency, accountability, safety and security, fairness, explainability, inclusiveness, sustainability, ethical AI development, AI sovereignty; "," Innovation, collective progress, public trust, economic growth, social responsibility, digital competence, human dignity, national competitiveness",,,No
DOC_169,Hinrichs,National AI Strategy,"Office for Artificial Intelligence, Government of the United Kingdom",2021.0,https://www.aiia-ai.org/col.jsp?id=200,Government,gov,UK,,No,"Office for Artificial Intelligence, Government of the United Kingdom, 2021",United Kingom AI Strategy,"Principles: Human-centered AI, transparency, accountability, fairness, safety and security, inclusiveness, ethical AI, innovation, AI governance, sustainability, international collaboration; "," Public trust, economic growth, responsible development, democratic values, human rights, global leadership, social benefit, pro-innovation, national security",,,No
DOC_170,Jobin,National Artificial Intelligence Research and Development Strategic Plan,National Science and Technology Council; Networking and Information Technology Research and Development Subcommittee,2016.0,,Government,gov,USA,,No,"National Science and Technology Council; Networking and Information Technology Research and Development Subcommittee, 2016",https://www.nitrd.gov/PUBS/national_ai_rd_strategic_plan.pdf?form=MG0AV3,"Principles: Long-term investments in responsible AI research, human-AI collaboration, ethical, legal, and societal considerations, safety and security, shared datasets and environments, standards and benchmarks, workforce development, public-private partnerships, international collaboration
"," Innovation, responsibility, collaboration, security, inclusivity, accountability.",,,No
DOC_171,Hinrichs,National Artificial Intelligence Research and Development Strategic Plan 2023 Update,"National Science and Technology Council, Select Committee on Artificial Intelligence, Office of Science and Technology Policy",2023.0,https://www.aiia-ai.org/col.jsp?id=200,Government,gov,USA,,No,"National Science and Technology Council, Select Committee on Artificial Intelligence, Office of Science and Technology Policy, 2023",USA Biden  AI Strategy,"Principles: Human-AI collaboration, ethical AI, transparency, fairness, accountability, safety and security, explainability, international collaboration, responsible innovation, shared public resources; "," Public trust, democratic values, human rights, equity, reliability, economic growth, national security, environmental sustainability, social benefit, collective progress






",,,No
DOC_172,Hinrichs,National Artificial Intelligence Strategy (NAIS) 2021-2025,"Presidency of Türkiye Digital Transformation Office (DTO), Ministry of Industry and Technology (MoIT)",2021.0,https://www.aiia-ai.org/col.jsp?id=200,Government,gov,Turkey,,No,"Presidency of Türkiye Digital Transformation Office (DTO), Ministry of Industry and Technology (MoIT), 2021",Turkey AI Strategy,"Principles: Human-oriented AI, transparency, accountability, safety and security, privacy, fairness, proportionality, explainability, data sovereignty, multi-stakeholder governance, inclusiveness, sustainability; "," Respect for human rights, democracy and rule of law, environmental sustainability, peaceful society, diversity and inclusiveness, trustworthiness, responsibility, ethical development, public benefit, collective progress",,,No
DOC_173,Hinrichs,National Strategy for Artificial Intelligence,Indonesia Artificial Intelligence Society (IAIS),2019.0,https://www.aiia-ai.org/col.jsp?id=200,Government,gov,Indonesia,,No,"Indonesia Artificial Intelligence Society (IAIS), 2019",Indonesia AI Strategy,"Principles: Inclusive growth, sustainable development, human-centered values, transparency, security, safety, accountability, trustworthy AI, fairness, AI governance; "," National prosperity, technological sovereignty, economic growth, digital transformation, workforce development",,,No
DOC_174,Harvard,National Strategy for Artificial Intelligence (#AIforAll),"NITI Aayog, India",2018.0,https://library.niti.gov.in/cgi-bin/koha/opac-retrieve-file.pl?id=64a94d5abb6b5eca7238f40fdb43ca36,Government,gov,India,,No,"NITI Aayog, India, 2018",National Strategy for AI Indian,"Principles: Leveraging AI for economic growth and inclusivity, ethical AI development and use, promoting data privacy and security, mitigating biases and ensuring fairness, fostering innovation in targeted sectors such as healthcare, agriculture, education, smart cities, and mobility. "," Innovation, inclusivity, societal benefit, economic empowerment, ethical responsibility.",,,No
DOC_175,Hinrichs,National Strategy for Data & AI,Saudi Data & AI Authority (SDAIA),2020.0,https://www.aiia-ai.org/col.jsp?id=200,Government,gov,Saudi Arabia,,No,"Saudi Data & AI Authority (SDAIA), 2020",Saudi Arabia AI Strategy,"Principles: Data sovereignty, security, responsible AI, economic competitiveness, regulatory compliance, innovation, ethical AI, sustainability, governance, international leadership; "," Knowledge-based economy, digital transformation, societal well-being, national prosperity, AI-driven economic diversification",,,No
DOC_176,Hinrichs,National Strategy for the Development of AI in Ukraine for 2021-2030,"Ministry of Digital Transformation
OECD, Ukraine
Atlantic Council",2021.0,https://assets.publishing.service.gov.uk/media/614db4d1e90e077a2cbdf3c4/National_AI_Strategy_-_PDF_version.pdf,Government,gov,Ukraine,,No,"Ministry of Digital Transformation
OECD, Ukraine
Atlantic Council, 2021",National Strategy for the Development of AI in Ukraine,"Principles: Human-centric approach, ethical AI development, transparency, accountability, inclusivity, sustainability, collaboration.
"," Human dignity, ethical responsibility, transparency, accountability, inclusivity, sustainability, collaboration.",,,No
DOC_177,Hinrichs,Navigating AI: Analysis and Guidance on the Use and Adoption of AI, Australian Information Industry Association (AIIA)​,2023.0,https://www.aiia-ai.org/col.jsp?id=200,Industry,ind,Australia,,No," Australian Information Industry Association (AIIA)​, 2023",AIIA 2020 AI Strategy Landscape,"Principles: Innovation, research and development, talent development, education, ethical norms, security; "," Global competitiveness, societal well-being, economic growth",,,No
