Document ID,Title,Researcher,Year,Issuer,Country,Source URL,Extracted Terms,Normalized Values,Values Referenced,Principles Mentioned,Downloaded,Source Group,Notes
D141,Indigenous Perspectives in AI,Hinrichs,2024.0,"Kathleen Sandusky
CIFAR
",Canada,CIFAR Canadian Institute for Advanced Research ,"Principles: Holistic thinking, relational AI, community engagement, reciprocity, cultural sovereignty, Indigenous data governance, environmental stewardship, interdisciplinary collaboration, knowledge integration, epistemic plurality; Values: Interdependence, respect, sustainability, sovereignty, inclusivity, regeneration, ethical responsibility, equity"," Interdependence, respect, sustainability, sovereignty, inclusivity, regeneration, ethical responsibility, equity",,,N,Hinrichs,
D142,Initial Code of Conduct for Data-Driven Health and Care Technology,Jobin,2018.0,UK Department of Health & Social Care,UK,"https://www.gov.uk/government/publications/code-of-conduct-for-data-driven-health-and-care-technology?form=MG0AV3
https://www.gov.uk/government/publications/code-of-conduct-for-data-driven-health-and-care-technology/initial-code-of-conduct-for-data-driven-health-and-care-technology

","Principles: Ethics, value proposition, usability, accessibility, technical assurance, clinical safety, data protection, data transparency, cybersecurity, regulation, interoperability, evidence generation, commercial strategy.
Values: Ethical responsibility, transparency, accountability, safety, privacy, inclusivity, effectiveness."," Ethical responsibility, transparency, accountability, safety, privacy, inclusivity, effectiveness.",,,N,Jobin,
D143,Intel’s Responsible AI Principles,Hinrichs,2021.0,Intel Corporation,USA,Intel's Responsible AI Principles.,"Principles: Respect for human rights, human oversight, transparency and explainability, security, safety, reliability, privacy by design, equity, inclusion, environmental protection.​
Values: Ethical responsibility, accountability, trust, fairness, sustainability, inclusivity.​"," Ethical responsibility, accountability, trust, fairness, sustainability, inclusivity.​",,,N,Hinrichs,
D144,Intel's Responsible Artificial Intelligence (RAI) Principles,Hinrichs,2023.0,Intel Corporation,USA,Indigenous Perspectives in AI,"respect human rights, enable human oversight, enable transparency and explainability, advance security, safety, and reliability, design for privacy, promote equity and inclusion, protect the environment",,,,N,Hinrichs,
D145,Interim Measures for the Administration of Generative Artificial Intelligence,Hinrichs,2023.0,Office of the Central Cyberspace Affairs Commission,China,Interim Measures for the Administration of Generative AI,"Principles: Compliance with laws and regulations, adherence to social ethics, safeguarding national security and public interests, protection of citizens' legitimate rights, transparency, accountability, user autonomy, protection of minors, algorithmic fairness.​
Values: Social responsibility, ethical conduct, security, respect for individual rights, fairness, inclusivity, trust."," Social responsibility, ethical conduct, security, respect for individual rights, fairness, inclusivity, trust.",,,N,Hinrichs,
D146,International AI Governance,Hinrichs,2025.0,Oxford Martin AI Governance Initiative (AIGI),UK,International AI Governance,"Principles: Innovation, collaboration, competitiveness, talent development, data infrastructure, governance; Values: Economic growth, technological leadership, human capital development, data-driven decision-making, ethical oversight​"," Economic growth, technological leadership, human capital development, data-driven decision-making, ethical oversight​",,,N,Hinrichs,
D147,Introducing Unity’s Guiding Principles for Ethical AI—Unity Blog,Jobin,2018.0,Unity Technologies,USA,Could not fing Jobin's 2018 version of this paper,"Principles: Transparency, accountability, fairness, privacy, safety, inclusivity.​
Values: Trust, ethical responsibility, respect, diversity, innovation."," Trust, ethical responsibility, respect, diversity, innovation.",,,N,Jobin,
D148,Islamic Ethical Framework for Artificial Intelligence: A Moral and Theological Perspective,Hinrichs,2024.0,"The Islamic Culture ""As-Saqafat-ul Islamia"" – Research Journal – Sheikh Zayed Islamic Centre, University of Karachi",Pakistan,Islamic Ethical Framework for AI,"Principles: Justice (adl), human dignity (karamah), responsibility (mas’ooliyyah)​
Values: Justice, human dignity, responsibility"," Justice, human dignity, responsibility",,,N,Hinrichs,
D149,Israel's Policy on AI Regulation and Ethics,Hinrichs,2023.0,"Ministry of Innovation, Science and Technology and the Ministry of Justice",Israel,Israel's Policy on AI regulationan and Ethics,"Principles: Human-centric AI, equality and non-discrimination, transparency and explainability, reliability, robustness, security and safety, accountability. ​
Values: Human dignity, privacy, equality, transparency, safety, accountability."," Human dignity, privacy, equality, transparency, safety, accountability.",,,N,Hinrichs,
D150,ITI AI Policy Principles,Jobin,2017.0,Information Technology Industry Council (ITI),USA,https://www.itic.org/policy/artificial-intelligence?form=MG0AV3,"Principles: Transparency, accountability, safety, controllability, data integrity, interpretability, inclusivity, public-private partnership, innovation, intellectual property protection.​

Values: Trust, ethics, responsibility, collaboration, diversity, security, privacy, fairness, human rights, societal benefit."," Trust, ethics, responsibility, collaboration, diversity, security, privacy, fairness, human rights, societal benefit.",,,N,Jobin,
D151,Japanese Society for Artificial Intelligence,Hinrichs,2024.0,Japanese Society for Artificial Intelligence,Japan,Japanese Society for Artificial Intelligence,"Principles: Contribute to the peace and happiness of humanity, respect human rights, comply with laws and regulations, ensure the safety and robustness of AI systems, act with integrity, ensure transparency, accountability, and explainability, respect privacy, avoid unfair discrimination, contribute to sustainable development, engage in dialogue with society. ​
Values: Human rights, safety, integrity, transparency, accountability, privacy, fairness, sustainability, societal engagement."," Human rights, safety, integrity, transparency, accountability, privacy, fairness, sustainability, societal engagement.",,,N,Hinrichs,
D152,Japan's AI Principles,Hinrichs,2019.0,"Ministry of Economy, Trade and Industry (METI)",Japan,Japan's AI Principles,"Principles: dignity, diversity, inclusion, sustainability, transparency, risk-assessment, safety, fairness; Values: human privacy, dignity, freedom, autonomy, rights, fairness, transparency, explainability, predictability, traceability, accountability"," human privacy, dignity, freedom, autonomy, rights, fairness, transparency, explainability, predictability, traceability, accountability",,,N,Hinrichs,
D153,Jewish Ethics in AI (Shalom Center),Hinrichs,2024.0,Shalom Center,Israel,Jewish Ethics in AI (Shalom Center),"Principles: Human dignity, moral agency, responsibility, transparency, inclusivity, justice.​
Values: Human dignity, moral agency, responsibility, transparency, inclusivity, justice."," Human dignity, moral agency, responsibility, transparency, inclusivity, justice.",,,N,Hinrichs,
D154,Judaism's Three Doors into AI,Hinrichs,2023.0,The Jewish Education Project (Author: David Zvi Kalman),USA,Judaism's Three Doors into AI,"Principles: Human dignity, moral agency, responsibility, transparency, inclusivity, justice​
Values: Human dignity, moral agency, responsibility, transparency, inclusivity, justice"," Human dignity, moral agency, responsibility, transparency, inclusivity, justice",,,N,Hinrichs,
D155,L’intelligenza Artificiale al Servizio del Cittadino,Jobin,2018.0,Agenzia per l’Italia Digitale (AGID),Italy,"https://www.agid.gov.it/it/agenzia/stampa-e-comunicazione/notizie/2018/03/21/lintelligenza-artificiale-al-servizio-del-cittadino-sfide-opportunita?form=MG0AV3
https://libro-bianco-ia.readthedocs.io/it/latest/?form=MG0AV3","Principles: Human-centric approach, ethical use, transparency, accountability, inclusivity, accessibility, data quality, privacy, security, reliability, continuous improvement.​
Values: Human dignity, ethical responsibility, transparency, accountability, inclusivity, accessibility, data integrity, privacy, security, reliability, commitment to progress."," Human dignity, ethical responsibility, transparency, accountability, inclusivity, accessibility, data integrity, privacy, security, reliability, commitment to progress.",,,N,Jobin,
D156,Machine Intelligence Garage,Jobin,2017.0,Digital Catapult,UK,https://www.digicatapult.org.uk/wp-content/uploads/2021/11/Machine_Intelligence_Garage_Impact_Report-2021-1.pdf?_gl=1*a2w0ho*_up*MQ..*_ga*MTk5MjgyNTkwOC4xNzQxODAwMzEw*_ga_8GYS9S4HND*MTc0MTgwMDMwOC4xLjAuMTc0MTgwMDMwOC4wLjAuMA..,"business and investment support, technical support, applied AI ethics support, ethical AI considerations, access to computational resources, startup acceleration, innovation and growth, investor connections, product development, AI ethics committee, increased turnover, team expansion, job creation, new product introduction.",,,,N,Jobin,
D157,Machine Learning: The Power and Promise of Computers that Learn by Example,Jobin,2017.0,The Royal Society,UK,https://royalsociety.org/~/media/policy/projects/machine-learning/publications/machine-learning-report.pdf?form=MG0AV3,"Principles: Transparency, interpretability, robustness, privacy, fairness, accountability, human oversight.​
Values: Trustworthiness, ethical responsibility, inclusivity, societal well-being."," Trustworthiness, ethical responsibility, inclusivity, societal well-being.",,,N,Jobin,
D158,"Malicious Use of Artificial Intelligence: Forecasting, Prevention, and Mitigation",Jobin,2018.0,Future of Humanity Institute; University of Oxford; Centre for the Study of Existential Risk; University of Cambridge; Center for a New American Security; Electronic Frontier Foundation; OpenAI,UK,https://arxiv.org/abs/1802.07228v1,"Proactive mitigation, collaborative research, dual-use awareness, importation of best practices, stakeholder engagement.",,,,N,Jobin,
D159,"Malicious Use of Artificial Intelligence: Forecasting, Prevention, and Mitigation",Hinrichs,2018.0,Future of Humanity Institute; University of Oxford; Centre for the Study of Existential Risk; University of Cambridge; Center for a New American Security; Electronic Frontier Foundation; OpenAI,UK,"The Malicious Use of AI: Forecasting, Prevention and Mitigation","Principles: Security, responsibility, foresight, dual-use awareness, collaboration, prevention
Values: Safety, accountability, prudence, transparency, cooperative risk management"," Safety, accountability, prudence, transparency, cooperative risk management",,,N,Hinrichs,
D160,Meta Llama Responsible Use Guide,Hinrichs,2020.0,"Meta Platforms, Inc.",USA,Meta Llama Responsible Use Guide,"Principles: Fairness and inclusion, robustness and safety, privacy and security, transparency, accountability, ethical development, user empowerment, environmental sustainability; Values: Trust, responsibility, innovation, respect, inclusivity, sustainability"," Trust, responsibility, innovation, respect, inclusivity, sustainability",,,N,Hinrichs,
D161,Microsoft’s Responsible AI Principles,Jobin,2018.0,Microsoft,USA,https://www.microsoft.com/en-us/ai/responsible-ai,,,,,N,Jobin,
D162,Microsoft’s Responsible AI Principles,Hinrichs,2018.0,Microsoft,USA,Microsoft Responsible AI Principles 2018,"Principles: Fairness, reliability and safety, privacy and security, inclusiveness, transparency, accountability; Values: Trust, responsibility, innovation, respect, inclusivity, sustainability​"," Trust, responsibility, innovation, respect, inclusivity, sustainability​",,,N,Hinrichs,
D163,Microsoft’s Responsible AI Principles and Approach,Hinrichs,2023.0,Microsoft,USA,Microsoft Responsible AI Principles and Approach 2023,"Principles: Fairness, reliability and safety, privacy and security, inclusiveness, transparency, accountability; Values: Trust, responsibility, innovation, inclusivity, security, ethical stewardship"," Trust, responsibility, innovation, inclusivity, security, ethical stewardship",,,N,Hinrichs,
D164,Microsoft's Six Principles for Facial Recognition Work,Harvard,2018.0,Microsoft,USA,Microsoft's Six Principles for Facial Recognition Work,"Principles: Fairness, reliability and safety, privacy and security, inclusiveness, transparency, accountability. Values: Trust, ethical responsibility, accessibility, equity, security, human oversight."," Trust, ethical responsibility, accessibility, equity, security, human oversight.",,,N,Harvard,
D165,Mid- to Long-Term Master Plan in Preparation for the Intelligent Information Society,Jobin,2019.0,Government of the Republic of Korea,South Korea,https://datagovhub.elliott.gwu.edu/republic-of-korea-ai-strategy/?form=MG0AV3,"Principles: data accessibility, openness, support for data-driven businesses, promotion of big data education, investment in AI research and development Values: innovation in AI research methods, improving research effectiveness, fostering a robust AI ecosystem"," innovation in AI research methods, improving research effectiveness, fostering a robust AI ecosystem",,,N,Jobin,
D166,Minds and Machines: Ethical Principles and Challenges in Artificial Intelligence,Jobin,2018.0,"Luciano Floridi et al., Atomium—EISMD Initiative",EU,https://link.springer.com/article/10.1007/s11023-018-9482-5?form=MG0AV3,"Principles: opportunities and risks of AI, ethical principles, beneficence, non-maleficence, autonomy, justice, explicability, recommendations for policymakers, industry leaders, stakeholders Values: responsibility, fairness, inclusivity, transparency, accountability, collaboration, societal well-being, ethical governance, human-centric AI"," responsibility, fairness, inclusivity, transparency, accountability, collaboration, societal well-being, ethical governance, human-centric AI",,,N,Jobin,
D167,Montreal Declaration for a Responsible Development of Artificial Intelligence​,Floridi,2018.0,Université de Montréal,Canada,Montreal Declaration for Responsible AI Development,"Principles: well-being, respect for autonomy, protection of privacy and intimacy, solidarity, democratic participation, equity, diversity and inclusion, prudence, responsibility, sustainable development",,,,N,Floridi,
D168,Montreal Declaration for Responsible AI,Harvard,2017.0,University of Montreal,Canada,Montreal Declaration for a Responsible Development of AI,"Principles: well-being, autonomy, justice, privacy, knowledge, democracy, responsibility, sustainability, solidarity, caution; Values: ethical responsibility, inclusivity, societal trust, sustainability, collaboration"," ethical responsibility, inclusivity, societal trust, sustainability, collaboration",,,N,Harvard,
D169,Name: Council of Europe’s Guidelines on Artificial Intelligence and Human Rights,Hinrichs,2021.0,Council of Europe,International,"Explanatory Report to the Council of Europe Framework Convention on AI and Human Rights, Democracy and the Rule of Law","Principles: human rights protection, democratic integrity, rule of law, equality and non-discrimination, privacy and data protection, transparency and oversight, accountability and responsibility, safe innovation, legal compliance, promotion of human rights, democratic governance; Values: ethical responsibility, societal trust, inclusivity, fairness"," ethical responsibility, societal trust, inclusivity, fairness",,,N,Hinrichs,
D170,National AI Strategy,Hinrichs,2021.0,"Department for Science, Innovation and Technology, Office for Artificial Intelligence, Department for Digital, Culture, Media & Sport and Department for Business & Industry Strategy",UK,National AI Strategy,"Principles: Safety, security, robustness, transparency, explainability, fairness, accountability, governance, contestability, redress. ​
Values: Innovation, public trust, ethical AI use, societal benefit, economic growth."," Innovation, public trust, ethical AI use, societal benefit, economic growth.",,,N,Hinrichs,
D171,National AI Strategy,Hinrichs,2019.0,"Ministry of Science and ICT, Republic of Korea",South Korea,South Korea AI Strategy,"Principles: Human-centered AI, transparency, accountability, safety and security, fairness, explainability, inclusiveness, sustainability, ethical AI development, AI sovereignty; Values: Innovation, collective progress, public trust, economic growth, social responsibility, digital competence, human dignity, national competitiveness"," Innovation, collective progress, public trust, economic growth, social responsibility, digital competence, human dignity, national competitiveness",,,N,Hinrichs,
D172,National AI Strategy,Hinrichs,2021.0,"Office for Artificial Intelligence, Government of the United Kingdom",UK,United Kingom AI Strategy,"Principles: Human-centered AI, transparency, accountability, fairness, safety and security, inclusiveness, ethical AI, innovation, AI governance, sustainability, international collaboration; Values: Public trust, economic growth, responsible development, democratic values, human rights, global leadership, social benefit, pro-innovation, national security"," Public trust, economic growth, responsible development, democratic values, human rights, global leadership, social benefit, pro-innovation, national security",,,N,Hinrichs,
D173,National Artificial Intelligence Research and Development Strategic Plan,Jobin,2016.0,National Science and Technology Council; Networking and Information Technology Research and Development Subcommittee,USA,https://www.nitrd.gov/PUBS/national_ai_rd_strategic_plan.pdf?form=MG0AV3,"Principles: Long-term investments in responsible AI research, human-AI collaboration, ethical, legal, and societal considerations, safety and security, shared datasets and environments, standards and benchmarks, workforce development, public-private partnerships, international collaboration
Values: Innovation, responsibility, collaboration, security, inclusivity, accountability."," Innovation, responsibility, collaboration, security, inclusivity, accountability.",,,N,Jobin,
D174,National Artificial Intelligence Research and Development Strategic Plan 2023 Update,Hinrichs,2023.0,"National Science and Technology Council, Select Committee on Artificial Intelligence, Office of Science and Technology Policy",USA,USA Biden  AI Strategy,"Principles: Human-AI collaboration, ethical AI, transparency, fairness, accountability, safety and security, explainability, international collaboration, responsible innovation, shared public resources; Values: Public trust, democratic values, human rights, equity, reliability, economic growth, national security, environmental sustainability, social benefit, collective progress






"," Public trust, democratic values, human rights, equity, reliability, economic growth, national security, environmental sustainability, social benefit, collective progress






",,,N,Hinrichs,
D175,National Artificial Intelligence Strategy (NAIS) 2021-2025,Hinrichs,2021.0,"Presidency of Türkiye Digital Transformation Office (DTO), Ministry of Industry and Technology (MoIT)",Turkey,Turkey AI Strategy,"Principles: Human-oriented AI, transparency, accountability, safety and security, privacy, fairness, proportionality, explainability, data sovereignty, multi-stakeholder governance, inclusiveness, sustainability; Values: Respect for human rights, democracy and rule of law, environmental sustainability, peaceful society, diversity and inclusiveness, trustworthiness, responsibility, ethical development, public benefit, collective progress"," Respect for human rights, democracy and rule of law, environmental sustainability, peaceful society, diversity and inclusiveness, trustworthiness, responsibility, ethical development, public benefit, collective progress",,,N,Hinrichs,
D176,National Strategy for Artificial Intelligence,Hinrichs,2019.0,Indonesia Artificial Intelligence Society (IAIS),Indonesia,Indonesia AI Strategy,"Principles: Inclusive growth, sustainable development, human-centered values, transparency, security, safety, accountability, trustworthy AI, fairness, AI governance; Values: National prosperity, technological sovereignty, economic growth, digital transformation, workforce development"," National prosperity, technological sovereignty, economic growth, digital transformation, workforce development",,,N,Hinrichs,
D177,National Strategy for Artificial Intelligence (#AIforAll),Harvard,2018.0,"NITI Aayog, India",India,National Strategy for AI Indian,"Principles: Leveraging AI for economic growth and inclusivity, ethical AI development and use, promoting data privacy and security, mitigating biases and ensuring fairness, fostering innovation in targeted sectors such as healthcare, agriculture, education, smart cities, and mobility. Values: Innovation, inclusivity, societal benefit, economic empowerment, ethical responsibility."," Innovation, inclusivity, societal benefit, economic empowerment, ethical responsibility.",,,N,Harvard,
D178,National Strategy for Data & AI,Hinrichs,2020.0,Saudi Data & AI Authority (SDAIA),Saudi Arabia,Saudi Arabia AI Strategy,"Principles: Data sovereignty, security, responsible AI, economic competitiveness, regulatory compliance, innovation, ethical AI, sustainability, governance, international leadership; Values: Knowledge-based economy, digital transformation, societal well-being, national prosperity, AI-driven economic diversification"," Knowledge-based economy, digital transformation, societal well-being, national prosperity, AI-driven economic diversification",,,N,Hinrichs,
D179,National Strategy for the Development of AI in Ukraine for 2021-2030,Hinrichs,2021.0,"Ministry of Digital Transformation
OECD, Ukraine
Atlantic Council",Ukraine,National Strategy for the Development of AI in Ukraine,"Principles: Human-centric approach, ethical AI development, transparency, accountability, inclusivity, sustainability, collaboration.
Values: Human dignity, ethical responsibility, transparency, accountability, inclusivity, sustainability, collaboration."," Human dignity, ethical responsibility, transparency, accountability, inclusivity, sustainability, collaboration.",,,N,Hinrichs,
D180,Navigating AI: Analysis and Guidance on the Use and Adoption of AI,Hinrichs,2023.0, Australian Information Industry Association (AIIA)​,Australia,AIIA 2020 AI Strategy Landscape,"Principles: Innovation, research and development, talent development, education, ethical norms, security; Values: Global competitiveness, societal well-being, economic growth"," Global competitiveness, societal well-being, economic growth",,,N,Hinrichs,
D181,New Artificial Intelligence Legislation in Mexico,Hinrichs,2025.0,Mexican Congress,Mexico,New Artificial Intelligence Legislation in Mexico,"Principles: fostering responsible innovation, protecting human rights, ensuring privacy and data protection, promoting ethical AI use, addressing socio-economic challenges, advancing technological sovereignty; Values: inclusivity, sustainability, societal trust, collaboration, fairness"," inclusivity, sustainability, societal trust, collaboration, fairness",,,N,Hinrichs,
D182,Nordic-Baltic Region’s AI Declaration,Hinrichs,2018.0,"Ministers from Denmark, Estonia, Finland, the Faroe Islands, Iceland, Latvia, Lithuania, Norway, Sweden, and the Åland Islands",Denmark,AI in the Nordic-Baltic region,"Principles: Human-centric approach, ethical AI development, transparency, accountability, inclusivity, sustainability, collaboration. ​
Values: Human dignity, ethical responsibility, transparency, accountability, inclusivity, sustainability, collaboration."," Human dignity, ethical responsibility, transparency, accountability, inclusivity, sustainability, collaboration.",,,N,Hinrichs,
D183,OECD AI Principles,Harvard,2019.0,Organisation for Economic Co-operation and Development (OECD),International,OECD AI Principles 2019,"Principles: inclusive growth, sustainable development and well-being, human rights and democratic values, transparency and explainability, robustness, security and safety, accountability Values: ethical responsibility, societal trust, inclusivity, fairness, sustainability"," ethical responsibility, societal trust, inclusivity, fairness, sustainability",,,N,Harvard,
D184,OECD AI Principles,Hinrichs,2019.0,Organisation for Economic Co-operation and Development (OECD),France,OECD AI Principles 2019,"Principles: inclusive growth, sustainable development, well-being, human rights, democratic values, fairness, privacy, transparency, explainability, robustness, security, safety, accountability Values: innovation, trustworthiness, respect for human rights, democratic values, non-discrimination, equality, freedom, dignity, autonomy, privacy, data protection, diversity, social justice, labour rights, environmental sustainability, responsible business conduct"," innovation, trustworthiness, respect for human rights, democratic values, non-discrimination, equality, freedom, dignity, autonomy, privacy, data protection, diversity, social justice, labour rights, environmental sustainability, responsible business conduct",,,N,Hinrichs,
D185,OECD AI Principles,Hinrichs,2024.0,Organisation for Economic Co-operation and Development (OECD),International,OECD AI Principles 2024,"Principles: inclusive growth, sustainable development, well-being, human-centered values, fairness, transparency, explainability, robustness, security, safety, accountability, addressing mis- and disinformation, safeguarding information integrity, responsible business conduct, environmental sustainability; Values: human rights, democratic values, privacy, data protection, non-discrimination, equality, diversity, social justice, ethical responsibility, global interoperability"," human rights, democratic values, privacy, data protection, non-discrimination, equality, diversity, social justice, ethical responsibility, global interoperability",,,N,Hinrichs,
D186,OECD Updates AI Principles to Stay Abreast of Rapid Technological Developments,Hinrichs,2024.0,Organisation for Economic Co-operation and Development (OECD),International,OECD Updates AI Principles 2024,"Principles: inclusive growth, sustainable development, well-being, human-centered values, fairness, transparency, explainability, robustness, security, safety, accountability, addressing mis- and disinformation, safeguarding information integrity, responsible business conduct, environmental sustainability; Values: human rights, democratic values, privacy, data protection, non-discrimination, equality, diversity, social justice, ethical responsibility, global interoperability"," human rights, democratic values, privacy, data protection, non-discrimination, equality, diversity, social justice, ethical responsibility, global interoperability",,,N,Hinrichs,
D187,"On AI, Jewish Thought Has Something Distinct to Say",Hinrichs,2024.0,Future of Life Institute (Author: David Zvi Kalman),USA,"On AI, Jewish Thought","Principles: Human dignity, moral agency, responsibility, transparency, inclusivity, justice​
Values: Human dignity, moral agency, responsibility, transparency, inclusivity, justice"," Human dignity, moral agency, responsibility, transparency, inclusivity, justice",,,N,Hinrichs,
D188,OpenAI Charter,Jobin,2018.0,OpenAI,USA,"https://openai.com/charter/?form=MG0AV3
https://openai.com/index/moving-ai-governance-forward/?form=MG0AV3
https://openai.com/trust-and-transparency/?form=MG0AV3","Principles: Broadly distributed benefits, long-term safety, technical leadership, cooperative orientation.​
Values: Humanity's welfare, ethical responsibility, collaboration, transparency, accountability."," Humanity's welfare, ethical responsibility, collaboration, transparency, accountability.",,,N,Jobin,
D189,OpenAI’s Charter,Hinrichs,2018.0,OpenAI,USA,OpenAI's Charter,"Principles and Values: Principles include inclusive growth, sustainable development, well-being, human rights, democratic values, fairness, privacy, transparency, explainability, robustness, security, safety, and accountability. Values emphasize innovation, trustworthiness, respect for human rights, democratic values, non-discrimination, equality, freedom, dignity, autonomy, privacy, data protection, diversity, social justice, labour rights, environmental sustainability, and responsible business conduct."," Principles include inclusive growth, sustainable development, well-being, human rights, democratic values, fairness, privacy, transparency, explainability, robustness, security, safety, and accountability. Values emphasize innovation, trustworthiness, respect for human rights, democratic values, non-discrimination, equality, freedom, dignity, autonomy, privacy, data protection, diversity, social justice, labour rights, environmental sustainability, and responsible business conduct.",,,N,Hinrichs,
D190,Our Principles,Hinrichs,2024.0,Google,USA,Google's AI Principles 2024,"Principles: Broadly distributed benefits, long-term safety, technical leadership, cooperative orientation, transparency, accountability, ethical AI development, robustness, fairness, security, human-centric AI.
Values: Humanity’s welfare, ethical responsibility, collaboration, trust, openness, integrity, sustainability, inclusivity, safety. Notably, the 2024 update removed explicit prohibitions against developing AI for weapons or surveillance technologies. This shift has been linked to Google's intent to engage more flexibly in defense and security sectors, aligning with broader industry trends. "," Humanity’s welfare, ethical responsibility, collaboration, trust, openness, integrity, sustainability, inclusivity, safety. Notably, the 2024 update removed explicit prohibitions against developing AI for weapons or surveillance technologies. This shift has been linked to Google's intent to engage more flexibly in defense and security sectors, aligning with broader industry trends. ",,,N,Hinrichs,
D191,Our Principles,Jobin,2018.0,Google,USA,https://blog.google/technology/ai/ai-principles/?form=MG0AV3,"Principles: Be socially beneficial; avoid creating or reinforcing unfair bias; be built and tested for safety; be accountable to people; incorporate privacy design principles; uphold high standards of scientific excellence; be made available for uses that accord with these principles. ​
Values: Social benefit, fairness, safety, accountability, privacy, scientific excellence, ethical responsibility."," Social benefit, fairness, safety, accountability, privacy, scientific excellence, ethical responsibility.",,,N,Jobin,
D192,Oxford Martin AI Governance Initiative,Hinrichs,2025.0,"Oxford Martin School, University of Oxford",UK,Oxford Martin AI Initiative,"Principles: Innovation, collaboration, competitiveness, talent development, data infrastructure, governance; Values: Economic growth, technological leadership, human capital development, data-driven decision-making, ethical oversight​"," Economic growth, technological leadership, human capital development, data-driven decision-making, ethical oversight​",,,N,Hinrichs,
D193,Oxford’s Governance of AI Program,Hinrichs,2025.0,University of Oxford,UK,Oxford AI programs Said Business School University of Oxford,"Principles: Innovation, collaboration, competitiveness, talent development, data infrastructure, governance; Values: Economic growth, technological leadership, human capital development, data-driven decision-making, ethical oversight​"," Economic growth, technological leadership, human capital development, data-driven decision-making, ethical oversight​",,,N,Hinrichs,
D194,Partnership on AI Tenets,Floridi,2016.0,Partnership on AI,International,Partnership on AI Tenets,"Principles: inclusive growth, sustainable development, well-being, human rights, democratic values, fairness, privacy, transparency, explainability, robustness, security, safety, accountability Values: innovation, trustworthiness, respect for human rights, democratic values, non-discrimination, equality, freedom, dignity, autonomy, privacy, data protection, diversity, social justice, labour rights, environmental sustainability, responsible business conduct"," innovation, trustworthiness, respect for human rights, democratic values, non-discrimination, equality, freedom, dignity, autonomy, privacy, data protection, diversity, social justice, labour rights, environmental sustainability, responsible business conduct",,,N,Floridi,
D195,Partnership on AI Tenets,Jobin,2016.0,Partnership on AI,USA,https://partnershiponai.org/tenets/,"Principles: inclusive growth, sustainable development, well-being, human rights, democratic values, fairness, privacy, transparency, explainability, robustness, security, safety, accountability Values: innovation, trustworthiness, respect for human rights, democratic values, non-discrimination, equality, freedom, dignity, autonomy, privacy, data protection, diversity, social justice, labour rights, environmental sustainability, responsible business conduct"," innovation, trustworthiness, respect for human rights, democratic values, non-discrimination, equality, freedom, dignity, autonomy, privacy, data protection, diversity, social justice, labour rights, environmental sustainability, responsible business conduct",,,N,Jobin,
D196,Partnership on AI Tenets,Harvard,2016.0,Partnership on AI (PAI),USA,Partnership on AI Principles 2016,"Principles: Beneficial AI, ethics and values, longer-term issues; Values: Human well-being, fairness, transparency, accountability, safety"," Human well-being, fairness, transparency, accountability, safety",,,N,Harvard,
D197,Peking University Official Website,Hinrichs,2025.0,Peking University,China,Peking University ,"Principles: Adherence to core socialist values, promotion of fairness and justice, ensuring security and privacy, encouraging inclusivity and shared responsibility, fostering openness and collaboration; Values: Social harmony, equitable development, trust, collective well-being, transparency​"," Social harmony, equitable development, trust, collective well-being, transparency​",,,N,Hinrichs,
D198,Policy for Use of AI in Teaching and Learning,Hinrichs,2024.0,National University of Singapore (NUS),Singapore,Policy for Use of AI in Teaching and Learning,"Principles: transparency, accountability, ethical usage, academic integrity, inclusivity Values: innovation, excellence, resilience, integrity"," innovation, excellence, resilience, integrity",,,N,Hinrichs,
D199,Policy Recommendations on Augmented Intelligence in Health Care H-480.940,Jobin,2018.0,American Medical Association (AMA),USA,https://policysearch.ama-assn.org/policyfinder/detail/augmented%20intelligence?uri=%2FAMADoc%2FHOD.xml-H-480.940.xml&form=MG0AV3,"Principles: Physician involvement, high-quality AI development, transparency, reproducibility, bias mitigation, patient privacy, security, education, legal oversight, equitable access.
Values: Ethical responsibility, patient safety, accountability, fairness, inclusivity, trust, innovation."," Ethical responsibility, patient safety, accountability, fairness, inclusivity, trust, innovation.",,,N,Jobin,
D200,Position on Robotics and Artificial Intelligence,Jobin,2016.0,Green Digital Working Group,EU,https://felixreda.eu/wp-content/uploads/2017/02/Green-Digital-Working-Group-Position-on-Robotics-and-Artificial-Intelligence-2016-11-22.pdf,"Principles: human-centric development, ethical standards, transparency, accountability Values: social justice, environmental sustainability"," social justice, environmental sustainability",,,N,Jobin,
D201,Preparing for the Future of AI,Harvard,2016.0,"Executive Office of the President, National Science and Technology Council Committee on Technology",USA,Preparing for the Future of AI Obama 2016,"Principles: Public engagement, ethical AI development, safety and control, economic and workforce considerations, international collaboration. Values: Transparency, accountability, inclusivity, security, fairness."," Transparency, accountability, inclusivity, security, fairness.",,,N,Harvard,
D202,Preparing for the Future of Artificial Intelligence,Jobin,2016.0,Executive Office of the President; National Science and Technology Council; Committee on Technology,USA,https://obamawhitehouse.archives.gov/sites/default/files/whitehouse_files/microsites/ostp/NSTC/preparing_for_the_future_of_ai.pdf?form=MG0AV3,"Principles: Public engagement, ethical AI development, safety and control, economic and workforce considerations, international collaboration.
Values: Transparency, accountability, inclusivity, security, fairness."," Transparency, accountability, inclusivity, security, fairness.",,,N,Jobin,
